Product Name,Current Date,Current Price,Old Date,Old Price,Category
New Balance 530 Beyaz-Lacivert Unisex Spor Ayakkabı MR530SG,10/06/2023,3290,16/04/2023,2198,spor-ayakkabi
"iPad 9. Nesil Wi-Fi + Cellular 64 GB 10.2"" Tablet",10/06/2023,12298,10/06/2022,7491,tablet
"iPad 9. Nesil Wi-Fi + Cellular 64 GB 10.2"" MK493TU/A Gümüş Tablet",10/06/2023,12299,10/06/2022,7699,tablet
"iPad 9. Nesil Wi-Fi + Cellular 64 GB 10.2"" MK473TU/A Uzay Grisi Tablet",10/06/2023,12298,28/01/2023,10488,tablet
"iPad 9. Nesil Wi-Fi 256 GB 10.2"" Tablet",10/06/2023,11799,10/06/2022,7199,tablet
"iPad 9. Nesil Wi-Fi 256 GB 10.2"" MK2P3TU/A Gümüş Tablet",10/06/2023,13460,10/06/2022,6829,tablet
"iPad 9. Nesil Wi-Fi 256 GB 10.2"" MK2N3TU/A Uzay Grisi Tablet",10/06/2023,11799,29/01/2023,10789,tablet
"iPad 9. Nesil Wi-Fi + Cellular 256 GB 10.2"" Tablet",10/06/2023,15698,10/06/2022,9399,tablet
"iPad 9. Nesil Wi-Fi 64 GB 10.2"" MK2K3TU/A Uzay Grisi Tablet",10/06/2023,8299,30/01/2023,7536,tablet
"Macbook Air M1 8 GB 512 GB SSD 13.3"" Notebook",10/06/2023,31885,10/06/2022,17799,laptop-notebook
"Macbook Air M1 8 GB 256 GB SSD 13.3"" MGN93TU/A Gümüş",10/06/2023,24299,10/06/2022,14258,laptop-notebook
Xiaomi Redmi Note 11S 64 GB,10/06/2023,7258,10/06/2022,5799,cep-telefonu
Xiaomi Redmi Note 11S 128 GB 6 GB,10/06/2023,7239,10/06/2022,6091,cep-telefonu
Xiaomi Redmi Note 11S 128 GB 8 GB Gri,10/06/2023,7289,10/06/2022,6299,cep-telefonu
Xiaomi Redmi Note 11S 128 GB 8 GB Mavi,10/06/2023,7289,10/06/2022,6212,cep-telefonu
AMD Ryzen 5 5600 Altı Çekirdek 3.50 GHz İşlemci,10/06/2023,3339,10/06/2022,3739,islemci
AMD Ryzen 5 5600 Altı Çekirdek 3.50 GHz Kutulu İşlemci,10/06/2023,3569,27/08/2022,4154,islemci
AMD Ryzen 5 5600G Altı Çekirdek 3.90 GHz İşlemci,10/06/2023,3199,10/06/2022,3586,islemci
AMD Ryzen 5 5600 Altı Çekirdek 3.50 GHz Kutusuz İşlemci,10/06/2023,3339,27/08/2022,3988,islemci
AMD Ryzen 5 5600G Altı Çekirdek 3.90 GHz Kutulu İşlemci,10/06/2023,3299,10/06/2022,3999,islemci
AMD Ryzen 5 5600G Altı Çekirdek 3.90 Ghz Kutusuz İşlemci,10/06/2023,3199,10/06/2022,3867,islemci
AMD Ryzen 5 5600X Altı Çekirdek 3.70 GHz Kutulu İşlemci,10/06/2023,4478,10/06/2022,4607,islemci
AMD Ryzen 5 5600X Altı Çekirdek 3.70 GHz Kutusuz İşlemci,10/06/2023,4299,10/06/2022,4509,islemci
Logitech G29 Driving Force + Shifter Direksiyon Seti,10/06/2023,10999,11/01/2023,8799,direksiyon-seti
Logitech G29 Driving Force Direksiyon Seti,10/06/2023,8999,10/06/2022,5772,direksiyon-seti
Huawei Watch GT 3 46mm Active Edition Akıllı Saat,10/06/2023,3535,10/06/2022,2819,akilli-saat
Huawei Watch GT 3 42mm Elegant Edition Akıllı Saat,10/06/2023,3650,10/06/2022,3149,akilli-saat
Huawei Watch GT 3 46mm Elite Edition Akıllı Saat,10/06/2023,4480,10/06/2022,3829,akilli-saat
Huawei Watch GT 3 Pro 46mm Titanium Akıllı Saat,10/06/2023,5398,15/06/2022,5399,akilli-saat
Huawei Watch GT 3 Pro 46mm Titanium Gri Akıllı Saat,10/06/2023,5598,19/06/2022,5499,akilli-saat
Huawei Watch GT 3 Pro 46mm Titanium Titanyum Akıllı Saat,10/06/2023,7398,15/06/2022,7399,akilli-saat
Gigabyte B550M-DS3H AMD AM4 DDR4 Micro ATX Anakart,10/06/2023,2299,10/06/2022,1167,anakart
Xiaomi Mi Body Composition Scale 2 Yağ Ölçer Fonksiyonlu Akıllı Bluetooth Vücut Analiz Baskülü,10/06/2023,519,10/06/2022,263,baskul
Xiaomi Mi Smart Scale 2 Akıllı Bluetooth Dijital Baskül,10/06/2023,348,10/06/2022,234,baskul
Intel i5-12400F Altı Çekirdek 2.50 GHz İşlemci,10/06/2023,3699,10/06/2022,2978,islemci
Intel i5-12400F Altı Çekirdek 2.50 GHz Kutusuz İşlemci,10/06/2023,3749,20/12/2022,3658,islemci
Intel i5-12400 Altı Çekirdek 2.50 GHz İşlemci,10/06/2023,4400,10/06/2022,3667,islemci
Intel i5-12500 Altı Çekirdek 3.00 GHz İşlemci,10/06/2023,4900,10/06/2022,4129,islemci
Intel i5-12600K On Çekirdek 3.70 GHz İşlemci,10/06/2023,6849,10/06/2022,5509,islemci
Intel i5-12600KF On Çekirdek 3.70 GHz İşlemci,10/06/2023,6098,10/06/2022,4595,islemci
Xiaomi Mi Band 7,10/06/2023,819,04/07/2022,889,akilli-bileklik
Xiaomi Mi Band 5,10/06/2023,799,10/06/2022,349,akilli-bileklik
Xiaomi Mi Band 6,10/06/2023,838,10/06/2022,449,akilli-bileklik
"Samsung Odyssey G3 LS27AG320NUXUF 27"" 1 ms Full HD FreeSync Pivot Oyuncu Monitörü",10/06/2023,3899,10/06/2022,3033,monitor
"Samsung Odyssey G3 LS24AG320NUXUF 24"" 1 ms Full HD FreeSync Pivot Oyuncu Monitörü",10/06/2023,3695,10/06/2022,2940,monitor
Razer Blackshark V2 X Kablolu Mikrofonlu Kulak Üstü Oyuncu Kulaklığı,10/06/2023,1139,10/06/2022,615,kulaklik
Razer Blackshark V2 X Kablolu Mikrofonlu Kulak Üstü Oyuncu Kulaklığı Yeşil,10/06/2023,1179,23/08/2022,1469,kulaklik
Philips 3200 Serisi EP3246/70 Tam Otomatik Espresso Makinesi,10/06/2023,9767,10/06/2022,7000,espresso-makinesi
Philips OneBlade QP2520/20 Hibrit Sakal Şekillendirici ve Tıraş Makinesi,10/06/2023,798,10/06/2022,387,tiras-makinesi
Xbox Series X 1 TB SSD Oyun Konsolu,10/06/2023,17999,10/06/2022,10970,xbox-series
Logitech G PRO X Superlight Hero 910-005881 Kablosuz Oyuncu Mouse Siyah,10/06/2023,2998,10/06/2022,1824,mouse
Logitech G PRO X Superlight Hero 910-005957 Kablosuz Oyuncu Mouse Pembe,10/06/2023,3040,03/10/2022,1980,mouse
Skechers Graceful Get Connected Siyah Kadın Spor Ayakkabı 12615 BBK,10/06/2023,1031,10/06/2022,664,spor-ayakkabi
Skechers Graceful Get Connected Beyaz Kadın Spor Ayakkabı 12615 WSL,10/06/2023,1749,10/06/2022,751,spor-ayakkabi
Nintendo Switch OLED Kırmızı-Mavi Oyun Konsolu,10/06/2023,9999,10/06/2022,6599,nintendo-switch
Anker SoundCore Life Q10i ANC Kulak Üstü Bluetooth Kulaklık,10/06/2023,1690,30/09/2022,1149,bluetooth-kulaklik
Anker SoundCore Life Q30 Kulak Üstü Bluetooth Kulaklık,10/06/2023,2419,10/06/2022,1339,bluetooth-kulaklik
Oculus Quest 2 128 GB All In One Kablosuz VR Sanal Gerçeklik Gözlüğü,10/06/2023,10498,10/06/2022,6999,sanal-gerceklik-gozlugu
Oculus Quest 2 256 GB All In One Kablosuz VR Sanal Gerçeklik Gözlüğü,10/06/2023,14199,10/06/2022,7528,sanal-gerceklik-gozlugu
Samsung Galaxy Watch 4 40mm Pembe Akıllı Saat SM-R860NZDATUR,10/06/2023,2994,10/06/2022,2645,akilli-saat
Samsung Galaxy Watch 4 40mm Gümüş Akıllı Saat SM-R860NZSATUR,10/06/2023,3499,10/06/2022,2639,akilli-saat
Samsung Galaxy Watch 4 40mm Siyah Akıllı Saat SM-R860NZKATUR,10/06/2023,2814,10/06/2022,2403,akilli-saat
Philips Lumea Advanced BRI921/00 IPL Lazer Epilasyon Aleti,10/06/2023,6849,10/06/2022,4139,epilasyon-aleti
Fairy Platinum Limon Bulaşık Makinesi Kapsülü 90'lı,10/06/2023,254,10/06/2022,139,bulasik-makinesi-tableti
Fairy Platinum Limon 16'lı Bulaşık Makinesi Tableti,10/06/2023,65,10/06/2022,54,bulasik-makinesi-tableti
Fairy Platinum Limon 26'lı Bulaşık Makinesi Kapsülü,10/06/2023,100,10/06/2022,71,bulasik-makinesi-tableti
Fairy Platinum Limon 33'lü Bulaşık Makinesi Kapsülü,10/06/2023,127,10/06/2022,69,bulasik-makinesi-tableti
Fairy Platinum Limon Bulaşık Makinesi Kapsülü 43'lü,10/06/2023,143,10/06/2022,94,bulasik-makinesi-tableti
Fairy Platinum Limon 50'li Bulaşık Makinesi Kapsülü,10/06/2023,169,10/06/2022,102,bulasik-makinesi-tableti
Fairy Platinum Limon 60'lı Bulaşık Makinesi Kapsülü,10/06/2023,202,10/06/2022,125,bulasik-makinesi-tableti
Fairy Platinum Limon Bulaşık Makinesi Kapsülü 72'li,10/06/2023,219,10/06/2022,140,bulasik-makinesi-tableti
Fairy Platinum Limon 115'li Bulaşık Makinesi Kapsülü,10/06/2023,429,28/01/2023,599,bulasik-makinesi-tableti
Philips BG1024/15 Bodyshaver Vücut Tıraş Makinesi,10/06/2023,399,10/06/2022,329,tiras-makinesi
Fairy Platinum Plus 120'li Bulaşık Makinesi Kapsülü,10/06/2023,359,10/06/2022,246,bulasik-makinesi-tableti
MSI GTX 1660 Super Ventus Xs OC 192 Bit GDDR6 6 GB Ekran Kartı,10/06/2023,5369,10/06/2022,7499,ekran-karti
Corsair Vengeance 16 GB (2X8) 3200 MHz DDR4 CL16 CMK16GX4M2E3200C16 Ram,10/06/2023,1210,10/06/2022,1013,ram
Huawei Watch GT 3 42mm Elegant Edition Akıllı Saat,10/06/2023,3650,10/06/2022,3149,akilli-saat
Huawei Watch GT 3 42mm Elegant Edition Altın Akıllı Saat,10/06/2023,4499,10/06/2022,3551,akilli-saat
Huawei Watch GT 3 42mm Elegant Edition Beyaz Akıllı Saat,10/06/2023,3650,10/06/2022,3149,akilli-saat
Skechers Graceful Get Connected Kadın Spor Ayakkabı 12615,10/06/2023,893,10/06/2022,513,spor-ayakkabi
Skechers Graceful Get Connected Siyah Kadın Spor Ayakkabı 12615 BBK,10/06/2023,1031,10/06/2022,664,spor-ayakkabi
Asus TUF Gaming M3 RGB Kablolu Optik Oyuncu Mouse,10/06/2023,359,10/06/2022,209,mouse
Asus TUF Gaming M5 RGB Kablolu Optik Oyuncu Mouse,10/06/2023,1275,10/06/2022,263,mouse
Samsung Galaxy Buds 2 SM-R177NZKATUR TWS Siyah Kulak İçi Bluetooth Kulaklık,10/06/2023,1259,10/06/2022,1119,bluetooth-kulaklik
Samsung Galaxy Buds 2 SM-R177NZWATUR TWS Beyaz Kulak İçi Bluetooth Kulaklık,10/06/2023,1270,10/06/2022,1069,bluetooth-kulaklik
Samsung Galaxy Buds 2 SM-R177 TWS Grafit Kulak İçi Bluetooth Kulaklık,10/06/2023,1260,04/12/2022,1189,bluetooth-kulaklik
Samsung Galaxy Buds 2 SM-R177NLVATUR TWS Mor Kulak İçi Bluetooth Kulaklık,10/06/2023,1238,10/06/2022,1047,bluetooth-kulaklik
Samsung Galaxy Buds 2 SM-R177NZGATUR TWS Yeşil Kulak İçi Bluetooth Kulaklık,10/06/2023,1248,10/06/2022,1049,bluetooth-kulaklik
MSI MAG FORGE M100A RGB Fan mATX Oyuncu Kasası,10/06/2023,1899,16/07/2022,1197,bilgisayar-kasasi
Xiaomi Mi Robot Vacuum Mop 2 Pro Siyah Akıllı Robot Süpürge,10/06/2023,8199,10/06/2022,6249,robot-supurge
Xiaomi Mi Robot Vacuum Mop 2 Pro Beyaz Akıllı Robot Süpürge,10/06/2023,8199,10/06/2022,6099,robot-supurge
Penguen 1200A 2 lt Çift Katlı Çelik Termos,10/06/2023,239,10/06/2022,339,termos
Ray-Ban Wayfarer 2140 901 Black-Green Unisex Güneş Gözlüğü,10/06/2023,1231,10/06/2022,839,gunes-gozlugu
Ray-Ban Wayfarer 2140 127771 Havana-Grey Unisex Güneş Gözlüğü,10/06/2023,1775,21/02/2023,1653,gunes-gozlugu
Ray-Ban Wayfarer 2140 902/51 Tortoise-Light Brown Unisex Güneş Gözlüğü,10/06/2023,1644,19/12/2022,1609,gunes-gozlugu
Ray-Ban Wayfarer 2140 661313 Violet-Orange Unisex Güneş Gözlüğü,10/06/2023,2110,03/03/2023,1918,gunes-gozlugu
"AOC C27G2ZE 27"" 0.5 ms Full HD FreeSync Curved Oyuncu Monitörü",10/06/2023,6499,10/06/2022,5484,monitor
Skechers Go Run Trail Altitude 220112 Marble Erkek Spor Ayakkabı,10/06/2023,1428,18/12/2022,1849,spor-ayakkabi
"Asus TUF Gaming VG259QM 24.5"" 1 ms Full HD G-Sync IPS Oyuncu Monitörü",10/06/2023,8149,22/06/2022,6152,monitor
"Asus TUF Gaming VG279QM 27"" 1 ms Full HD G-Sync Pivot IPS Oyuncu Monitörü",10/06/2023,9999,10/06/2022,7499,monitor
Samsung Galaxy M23 128 GB,10/06/2023,6699,10/06/2022,4499,cep-telefonu
Samsung Galaxy M23 128 GB Yeşil,10/06/2023,6699,10/06/2022,4499,cep-telefonu
Kingston Fury Beast 16 GB 3200 MHz DDR4 CL16 KF432C16BB1/16 Ram,10/06/2023,891,10/06/2022,1238,ram
Asus TUF K3 AURA Red Switch Kablolu Mekanik Oyuncu Klavyesi,10/06/2023,1939,10/06/2022,999,klavye
Puma Smash V2 Buck Unisex Spor Ayakkabı,10/06/2023,538,10/06/2022,485,spor-ayakkabi
Logitech G305 Lightspeed 910-005283 Wireless Optik Oyuncu Mouse Siyah,10/06/2023,1179,10/06/2022,499,mouse
Logitech G305 Lightspeed 910-006014 Wireless Optik Oyuncu Mouse Mavi,10/06/2023,3075,10/06/2022,499,mouse
SteelSeries Rival 3 Wireless Optik Oyuncu Mouse,10/06/2023,797,10/06/2022,443,mouse
JBL Tune 510BT Pembe Kulak Üstü Bluetooth Kulaklık,10/06/2023,1099,10/06/2022,555,bluetooth-kulaklik
JBL Tune 510BT Beyaz Kulak Üstü Bluetooth Kulaklık,10/06/2023,1799,10/06/2022,599,bluetooth-kulaklik
JBL Tune 510BT Siyah Kulak Üstü Bluetooth Kulaklık,10/06/2023,1338,10/06/2022,599,bluetooth-kulaklik
Xiaomi Mi Vacuum Cleaner 10.8 V Mini Şarjlı El Süpürgesi,10/06/2023,899,10/06/2022,754,sarjli-supurge
JBL T460BT Kulak Üstü Bluetooth Kulaklık,10/06/2023,999,10/06/2022,501,bluetooth-kulaklik
JBL T460BT Beyaz Kulak Üstü Bluetooth Kulaklık,10/06/2023,1299,04/04/2023,999,bluetooth-kulaklik
Crocs Crocband Clog Lacivert Terlik 11016-410,10/06/2023,358,10/06/2022,533,terlik
Crocs Crocband Clog Krem Terlik 11016-1AS,10/06/2023,890,10/06/2022,575,terlik
Logitech G Pro X Wireless Mikrofonlu Kulak Üstü Oyuncu Kulaklığı,10/06/2023,5839,10/06/2022,2849,kulaklik
Philips Multigroom 7000 Serisi MG7720/15 14'ü 1 Arada Erkek Bakım Seti,10/06/2023,1163,10/06/2022,919,erkek-bakim-seti
Philips Multigroom 7000 Serisi MG7710/15 12'si 1 Arada Erkek Bakım Seti,10/06/2023,2790,06/10/2022,2999,erkek-bakim-seti
Vancat Super Premium Aktif Karbon Topaklanan İnce Taneli 10 lt 2'li Paket Kedi Kumu,10/06/2023,173,10/06/2022,122,kedi-kumu
iPhone 12 128 GB,10/06/2023,27999,10/06/2022,16699,cep-telefonu
Jabra Elite 3 TWS Kulak İçi Bluetooth Kulaklık,10/06/2023,929,10/06/2022,939,bluetooth-kulaklik
"Samsung Odyssey G3 LS24AG300NUXUF 24"" 1 ms Full HD FreeSync Pivot Oyuncu Monitörü",10/06/2023,3199,10/06/2022,2399,monitor
"Macbook Air M1 16 GB 256 GB SSD 13.3"" Z1240009K Notebook",10/06/2023,27199,10/06/2022,20699,laptop-notebook
Soundpeats Air3 Deluxe TWS Kulak İçi Bluetooth Kulaklık,10/06/2023,799,21/11/2022,949,bluetooth-kulaklik
MSI RTX 3060 Ventus 3X 12G OC 192 Bit GDDR6 12 GB Ekran Kartı,10/06/2023,9658,10/06/2022,15399,ekran-karti
Siemens TP501R09 Tam Otomatik Kahve Makinesi,10/06/2023,8499,10/06/2022,8699,espresso-makinesi
Trendline Biftekli 15 kg Yetişkin Köpek Maması,10/06/2023,332,10/06/2022,238,kopek-mamasi
Canon EOS 250D + 18-55 mm Lens Dijital SLR Fotoğraf Makinesi,10/06/2023,16357,10/06/2022,9550,fotograf-makinesi
Logitech F710 Kablosuz PC Oyun Kolu,10/06/2023,789,10/06/2022,478,oyun-kolu
JBL Wave 100TWS Kulak İçi Bluetooth Kulaklık,10/06/2023,699,10/06/2022,569,bluetooth-kulaklik
Arçelik TKM 3940 G Lokum Gri Türk Kahve Makinesi,10/06/2023,1049,10/06/2022,560,turk-kahve-makinesi
Arçelik TKM 3940 M Lokum Mavi Türk Kahve Makinesi,10/06/2023,1149,10/06/2022,629,turk-kahve-makinesi
Arçelik TKM 3940 P Lokum Pembe Türk Kahve Makinesi,10/06/2023,1799,10/06/2022,596,turk-kahve-makinesi
Arzum AR3014 Florido Beyaz 2000 W 2 lt Su Isıtıcısı,10/06/2023,388,10/06/2022,231,kettle
Arzum AR3067 Valore 2200 W 1.7 lt Su Isıtıcı,10/06/2023,389,10/06/2022,263,kettle
Tupperware 2 lt Eko Şişe Suluk,10/06/2023,285,10/06/2022,180,suluk-matara
Tupperware 500 ml Eko Şişe Suluk,10/06/2023,149,10/06/2022,74,suluk-matara
Regal BT 1001 Büro Tipi Buzdolabı,10/06/2023,2999,10/06/2022,1999,buzdolabi
Flavel FLV 1090 Büro Tipi Mini Buzdolabı,10/06/2023,2999,10/06/2022,1699,buzdolabi
Kumtel LX-7115 Tekli Elektrikli Set Üstü Ocak,10/06/2023,382,10/06/2022,239,ocak
Kumtel LX-7021 Gri Set Üstü Ocak,10/06/2023,584,10/06/2022,420,ocak
Monopoly Klasik C1009,10/06/2023,414,10/06/2022,265,kutu-oyunu
Monopoly Türkiye 01610,10/06/2023,394,10/06/2022,274,kutu-oyunu
Monopoly Al & Oyna B1002,10/06/2023,170,10/06/2022,109,kutu-oyunu
Sensodyne Hassasiyet & Diş Eti Güçlü Diş Etleri 75 ml Diş Macunu,10/06/2023,86,10/06/2022,46,dis-macunu
Signal White System Beyazlatıcı Sistem Diş Macunu 75 ml,10/06/2023,22,11/06/2022,22,dis-macunu
Sensodyne Hızlı Rahatlama Beyazlatıcı 75 ml Diş Macunu,10/06/2023,92,10/06/2022,38,dis-macunu
La Roche-Posay Anthelios UVmune 400 Fluid 50 Faktör Renksiz Güneş Kremi 50 ml,10/06/2023,226,10/06/2022,149,gunes-kremi
Sebamed Çok Yönlü Koruyucu 50 Faktör Güneş Kremi 75 ml,10/06/2023,226,10/06/2022,128,gunes-kremi
Vaseline Blueseal Original Vazelin 100 ml,10/06/2023,44,11/06/2022,26,vazelin
Gillette Venus Comfortglide Breeze 4'lü Yedek Başlık,10/06/2023,237,10/06/2022,139,tiras-bicagi
Solo Akıllı Seçim 32'li Tuvalet Kağıdı,10/06/2023,124,10/06/2022,105,tuvalet-kagidi
Nuh'un Ankara 500 gr Yüksük Makarna,10/06/2023,12,11/06/2022,8,makarna
Pınar 1 lt Süt,10/06/2023,25,11/06/2022,19,sut
İçim Rahat Laktozsuz 1 lt Süt,10/06/2023,23,11/06/2022,18,sut
AirPods Max,10/06/2023,16007,10/06/2022,6723,bluetooth-kulaklik
AirPods Max Uzay Grisi MGYH3TU/A,10/06/2023,16499,10/06/2022,7959,bluetooth-kulaklik
AirPods Max Pembe MGYM3TU/A,10/06/2023,16007,10/06/2022,6723,bluetooth-kulaklik
AirPods Max Gümüş MGYJ3TU/A,10/06/2023,16007,10/06/2022,7069,bluetooth-kulaklik
AirPods Max Gök Mavisi MGYL3TU/A,10/06/2023,18299,10/06/2022,7869,bluetooth-kulaklik
Apple Watch SE GPS 44mm Akıllı Saat,10/06/2023,7449,10/06/2022,4499,akilli-saat
Apple Watch SE GPS 44mm Gümüş Rengi Alüminyum Kasa ve Mavi Spor Kordon Akıllı Saat,10/06/2023,7449,10/06/2022,4499,akilli-saat
Perilla Avrora Kanatlı Çamaşır Askısı,10/06/2023,395,10/06/2022,275,camasir-askisi
Awox Rapid Tost 750 W Mini Tost Makinesi,10/06/2023,134,10/06/2022,118,tost-makinesi
King KMT645 Otto Mini 750 W Tost Makinesi,10/06/2023,279,10/06/2022,227,tost-makinesi
Philips Airfryer XXL HD9650/90 Avance Collection 7.3 lt Yağsız Fritöz,10/06/2023,5811,10/06/2022,3699,fritoz
Xiaomi Mi Smart Air Fryer 3.5 lt Yağsız Fritöz,10/06/2023,2279,10/06/2022,1706,fritoz
Nutella 750 gr Kakaolu Fındık Kreması,10/06/2023,95,11/06/2022,44,ezme-krem-cikolata
Sarelle Kakaolu Fındık Ezmesi 700 gr,10/06/2023,89,10/06/2022,47,ezme-krem-cikolata
Nesquik Çikolatalı Kahvaltılık Mısır Gevreği 700 gr,10/06/2023,64,11/06/2022,31,kahvaltilik-gevrek
iPhone 12 64 GB,10/06/2023,26315,10/06/2022,15968,cep-telefonu
iPhone 12 256 GB,10/06/2023,28999,10/06/2022,17799,cep-telefonu
iPhone 12 256 GB Siyah,10/06/2023,37199,10/06/2022,18429,cep-telefonu
iPhone 12 128 GB Beyaz,10/06/2023,27999,10/06/2022,16699,cep-telefonu
iPhone 12 128 GB Kırmızı,10/06/2023,32699,10/06/2022,16799,cep-telefonu
iPhone 12 128 GB Mor,10/06/2023,29998,10/06/2022,16799,cep-telefonu
iPhone 12 128 GB Siyah,10/06/2023,29999,10/06/2022,16999,cep-telefonu
iPhone 12 128 GB Yeşil,10/06/2023,29999,10/06/2022,16770,cep-telefonu
iPhone 12 64 GB Beyaz,10/06/2023,28399,10/06/2022,16099,cep-telefonu
iPhone 12 64 GB Kırmızı,10/06/2023,26998,10/06/2022,15999,cep-telefonu
iPhone 12 64 GB Mor,10/06/2023,29999,10/06/2022,15849,cep-telefonu
iPhone 12 64 GB Siyah,10/06/2023,26315,10/06/2022,16127,cep-telefonu
iPhone 12 64 GB Yeşil,10/06/2023,29999,10/06/2022,15849,cep-telefonu
Jabra Elite 3 TWS Koyu Gri Kulak İçi Bluetooth Kulaklık,10/06/2023,929,10/06/2022,939,bluetooth-kulaklik
Jabra Elite 3 TWS Lila Kulak İçi Bluetooth Kulaklık,10/06/2023,949,10/06/2022,949,bluetooth-kulaklik
Jabra Elite 2 TWS Kulak İçi Bluetooth Kulaklık Gri,10/06/2023,759,10/06/2022,469,bluetooth-kulaklik
Jabra Elite 2 TWS Kulak İçi Bluetooth Kulaklık Lacivert,10/06/2023,759,10/06/2022,596,bluetooth-kulaklik
Soundpeats Air3 TWS Beyaz Kulak İçi Bluetooth Kulaklık,10/06/2023,889,10/06/2022,475,bluetooth-kulaklik
Soundpeats Air3 TWS Mor Kulak İçi Bluetooth Kulaklık,10/06/2023,889,21/12/2022,535,bluetooth-kulaklik
Trendline Biftekli Yetişkin Köpek Maması 1 kg - Açık Paket,10/06/2023,34,11/06/2022,20,kopek-mamasi
Trendline Biftekli 1 kg Yetişkin Köpek Maması,10/06/2023,42,11/06/2022,29,kopek-mamasi
Canon EOS 250D + 18-55 mm Lens Siyah Dijital SLR Fotoğraf Makinesi,10/06/2023,16357,10/06/2022,9938,fotograf-makinesi
JBL Wave 100TWS Krem Kulak İçi Bluetooth Kulaklık,10/06/2023,749,10/06/2022,579,bluetooth-kulaklik
JBL Wave 300TWS Kulak İçi Bluetooth Kulaklık,10/06/2023,1179,10/06/2022,828,bluetooth-kulaklik
JBL Wave 300TWS Pembe Kulak İçi Bluetooth Kulaklık,10/06/2023,1997,10/06/2022,828,bluetooth-kulaklik
JBL Wave 300TWS Mavi Kulak İçi Bluetooth Kulaklık,10/06/2023,1432,10/06/2022,827,bluetooth-kulaklik
JBL Wave 300TWS Beyaz Kulak İçi Bluetooth Kulaklık,10/06/2023,1349,10/06/2022,817,bluetooth-kulaklik
Solo Akıllı Seçim 8'li Tuvalet Kağıdı,10/06/2023,39,11/06/2022,35,tuvalet-kagidi
Solo Akıllı Seçim 16'lı Tuvalet Kağıdı,10/06/2023,79,10/06/2022,53,tuvalet-kagidi
Solo Akıllı Seçim 24'lü Tuvalet Kağıdı,10/06/2023,89,10/06/2022,94,tuvalet-kagidi
Solo Akıllı Seçim 96'lı Tuvalet Kağıdı,10/06/2023,385,10/06/2022,279,tuvalet-kagidi
Pınar 500 ml Tam Yağlı Süt,10/06/2023,18,11/06/2022,15,sut
İçim Rahat Laktozsuz 500 ml Süt,10/06/2023,17,11/06/2022,12,sut
AirPods Max Uzay Grisi MGYH3TU/A,10/06/2023,16499,10/06/2022,7959,bluetooth-kulaklik
AirPods Max Pembe MGYM3TU/A,10/06/2023,16007,10/06/2022,6723,bluetooth-kulaklik
AirPods Max Gümüş MGYJ3TU/A,10/06/2023,16007,10/06/2022,7069,bluetooth-kulaklik
AirPods Max Gök Mavisi MGYL3TU/A,10/06/2023,18299,10/06/2022,7869,bluetooth-kulaklik
Apple Watch SE GPS 40mm Uzay Grisi Alüminyum Kasa ve Spor Kordon Akıllı Saat,10/06/2023,7699,10/06/2022,4299,akilli-saat
Apple Watch SE GPS 40mm Gümüş Rengi Alüminyum Kasa ve Beyaz Spor Kordon Akıllı Saat,10/06/2023,7499,10/06/2022,4645,akilli-saat
Nutella 400 gr Kakaolu Fındık Kreması,10/06/2023,55,11/06/2022,23,ezme-krem-cikolata
Sarelle Kakaolu Fındık Ezmesi 350 gr,10/06/2023,57,11/06/2022,23,ezme-krem-cikolata
Nesquik Çikolatalı Kahvaltılık Mısır Gevreği 50 gr,10/06/2023,26,11/06/2022,24,kahvaltilik-gevrek
Nesquik Çikolatalı Kahvaltılık Mısır Gevreği 450 gr,10/06/2023,47,11/06/2022,19,kahvaltilik-gevrek
